,delta_test_loss_at_h0,delta_test_loss_at_h1,delta_test_loss_at_h2,delta_test_loss_at_h3,delta_test_loss_at_h4,delta_test_loss_at_h5,delta_test_loss_at_h6,delta_test_loss_at_h7,delta_test_loss_at_h8,delta_test_loss_at_h9,delta_test_loss_at_h10,delta_test_loss_at_h11,delta_test_loss_at_h12,delta_test_loss_at_h13,delta_test_loss_at_h14,delta_test_loss_at_h15,delta_test_loss_at_h16,delta_test_loss_at_h17,delta_test_loss_at_h18,delta_test_loss_at_h19,delta_test_loss_at_h20,delta_test_loss_at_h21,delta_test_loss_at_h22,delta_test_loss_at_h23,delta_test_loss_at_h24,delta_test_loss_at_h25,delta_test_loss_at_h26,delta_test_loss_at_h27,delta_test_loss_at_h28,delta_test_loss_at_h29,delta_test_loss_at_h30,delta_test_loss_at_h31,delta_test_loss_at_h32,delta_test_loss_at_h33,delta_test_loss_at_h34,delta_test_loss_at_h35,delta_test_loss_at_h36,delta_test_loss_at_h37,delta_test_loss_at_h38,delta_test_loss_at_h39,delta_test_loss_at_h40,delta_test_loss_at_h41,delta_test_loss_at_h42,delta_test_loss_at_h43,delta_test_loss_at_h44,delta_test_loss_at_h45,delta_test_loss_at_h46,delta_test_loss_at_h47,delta_test_loss_at_h48,delta_test_loss_at_h49
tmp128__low_high_bandpower_ratio__pre_activation_mean,-0.09172243269497642,-0.11525840965861782,-0.11218567532660151,-0.09653756591729115,-0.08076282958645574,-0.06325079794615598,-0.047259589231196227,-0.03352913544268666,-0.023618727449347777,-0.013006716625034703,-0.004706348875936731,0.0001992575631418229,0.0029056133777407745,0.004046766583402708,0.004750888148764917,0.00523635859006383,0.005684367194004996,0.006068373577574248,0.006318900915903415,0.006571440466278098,0.0067968567860116616,0.0068992367471551455,0.006978788509575367,0.007045226200388572,0.007118949486538994,0.007157285595337216,0.007037781015820149,0.007086143491534838,0.007118748265334454,0.007099306133777414,0.007143401332223149,0.007114814043852343,0.007161067166250354,0.007063384679433806,0.007082681099084092,0.007100603663613659,0.007100305301137932,0.007059672495142936,0.007047987787954474,0.007043803774632249,0.007062496530668885,0.007068033583125164,0.0070618720510685525,0.007077421593116847,0.00706654870940883,0.007092811545933942,0.007082320288648347,0.007092825423258387,0.00708259783513738,0.007085761865112404
tmp128__above_1_sigma_rate__pre_activation_mean,0.13399329818864308,0.1520800037244791,0.1404879521136726,0.11509766096493747,0.0905715459514662,0.0654543689619634,0.040759808501468375,0.018985978297915162,0.003822383080953588,-0.011764392935018056,-0.025907690325759822,-0.034944579308459525,-0.03893142177526702,-0.04062018061282977,-0.04163965011962321,-0.042360483344830654,-0.043101239641656734,-0.04341889109889613,-0.04371194978853655,-0.044000186863349916,-0.044462360166363006,-0.044665019907947516,-0.044940191961939074,-0.045135932161764945,-0.045304742937444034,-0.045518543394457954,-0.04554832310553928,-0.04555774930826954,-0.04560417498441783,-0.04560286197152793,-0.04562153713833382,-0.04566052964233683,-0.04564118169206668,-0.04569354305458501,-0.045759067100040934,-0.04591826720010443,-0.04598327761517363,-0.0460341704288399,-0.04603399319018537,-0.046069596457059346,-0.04608554431885429,-0.04607170523533706,-0.04611406889089209,-0.046119986491685125,-0.046121328441498216,-0.04612809968152547,-0.046119284771297696,-0.04613795993810362,-0.04613659628559811,-0.04614073788273017
tmp128__above_2_sigma_rate__pre_activation_mean,-0.14942900642049925,-0.16785915278576843,-0.17296143110321396,-0.17473567591631864,-0.1754077774759609,-0.1749568485453537,-0.1732369666913692,-0.17215513782929706,-0.1718119339890285,-0.17059248024394746,-0.1700705929537016,-0.1699946274517497,-0.16974684543785007,-0.16947603056930968,-0.1695034983214279,-0.1697886193108632,-0.16992152317397674,-0.16994069337597598,-0.16984226726421905,-0.16976801849677453,-0.16970693136055334,-0.16959105178130465,-0.16959362688306573,-0.16968046503689774,-0.1696750287109577,-0.1697451287033427,-0.16971065095198598,-0.16974255360158158,-0.16977746053656517,-0.1697518525801633,-0.1697899068617437,-0.16975499992676016,-0.16974441339729796,-0.16971437054341867,-0.16972767523585092,-0.16970521462604593,-0.1696592919779733,-0.1695987770865879,-0.16963540075607886,-0.16961551524803492,-0.16962080851276606,-0.1696106511669307,-0.16958547239415567,-0.16955857688687323,-0.16954756117378417,-0.16956744668182808,-0.16958332647602142,-0.16957316913018602,-0.16957846239491714,-0.16957846239491714
tmp128__fano_factor__pre_activation_mean,-0.020699710250163976,-0.012203249704825041,-0.009454394838923396,-0.007788422166560693,-0.008038318064953016,-0.008371512596142775,-0.008121616697750451,-0.008121616697750453,-0.008371512596142777,-0.008454811228940215,-0.008371512596142773,-0.008371512596142775,-0.008621408494535097,-0.008788005760129981,-0.008871304392927421,-0.0090379016585223,-0.009037901658522302,-0.009121200291319742,-0.009121200291319742,-0.009121200291319744,-0.009204498924117182,-0.009204498924117184,-0.009204498924117184,-0.00920449892411718,-0.009204498924117184,-0.009204498924117182,-0.009121200291319742,-0.009121200291319742,-0.009121200291319742,-0.009037901658522302,-0.009037901658522304,-0.0090379016585223,-0.00878800576012998,-0.008704707127332536,-0.008704707127332538,-0.008704707127332538,-0.008704707127332538,-0.008704707127332536,-0.008704707127332538,-0.008704707127332538,-0.008704707127332538,-0.008704707127332536,-0.008704707127332538,-0.008704707127332538,-0.008704707127332538,-0.008704707127332536,-0.008704707127332536,-0.008704707127332538,-0.008704707127332538,-0.008704707127332538
tmp128__skew__pre_activation_mean,-0.0027884540660560665,-0.008335088814876494,-0.006977681805064358,-0.006734866777685255,-0.007288537330002772,-0.007778739938939776,-0.006709311684707187,-0.006523105745212323,-0.006143956425201219,-0.0064916597280044435,-0.0071901540383014165,-0.00778199417152373,-0.007861990008326401,-0.007965702192617271,-0.008213495698029429,-0.00845013877324452,-0.00862120455176243,-0.00889243685817375,-0.00905038162642243,-0.009059117402164862,-0.009255932556203175,-0.009370982514571198,-0.009573875936719399,-0.009674431029697476,-0.009652824035525955,-0.009777504857063557,-0.00991690258118235,-0.010058236192062172,-0.010177622814321396,-0.010226242020538444,-0.010329031362753253,-0.010340542603386058,-0.010391347488204276,-0.010532736608381898,-0.010581959478212598,-0.010699292256452957,-0.010761081043574795,-0.010821780460727171,-0.010809783513738555,-0.010827796280877048,-0.01089791840133223,-0.010915299750208163,-0.010930759089647513,-0.010941777685262282,-0.010945628642797666,-0.010964619761310019,-0.01095569664168748,-0.01095626561199001,-0.010953177907299473,-0.010949444907021929
tmp128__kurtosis__pre_activation_mean,-0.3426905495420483,-0.3793396891479323,-0.37124318340888285,-0.34492873300027754,-0.3175936858173744,-0.287846960865945,-0.2584931168470719,-0.2328119900083264,-0.213084367194005,-0.19502588814876495,-0.18015480849292256,-0.17109478212600612,-0.1660087982237025,-0.16390077713016932,-0.162717596447405,-0.16183596308631698,-0.16120723702470163,-0.16064660699417152,-0.16021778379128507,-0.15986745767416044,-0.1594470788232029,-0.15921918540105465,-0.15899253399944488,-0.15886320427421594,-0.1588160074937552,-0.15874471273938384,-0.15868674715514847,-0.1587165903413822,-0.15874426172633915,-0.15870415625867332,-0.1586886275326117,-0.1587040452400777,-0.15873286844296422,-0.15876127532611714,-0.15879939633638637,-0.15878845406605607,-0.15878843325006942,-0.15882344573966142,-0.15883119622536776,-0.15880210241465448,-0.1588087010824313,-0.15879666944213155,-0.1587870108243131,-0.1587905287260616,-0.15877669997224533,-0.15877468776019985,-0.15880395503746877,-0.1587834582292534,-0.1587821468220927,-0.1587845545378851
tmp128__mean__post_activation_mean,-0.5006115875659173,-0.5954882667221759,-0.5965692523540571,-0.5748497640854843,-0.5465827435470442,-0.5103108173744102,-0.469571558423536,-0.43259058423535945,-0.40446391201776305,-0.38112869136830424,-0.3629266930335832,-0.3515623924507355,-0.3446213086316959,-0.34224873022481267,-0.34075584235359424,-0.3399436094920899,-0.3393710310852068,-0.3386809117402165,-0.33802659589231193,-0.3374365320566195,-0.33689216625034696,-0.33650963780183185,-0.3361460033305579,-0.3359357271718013,-0.33596258673327783,-0.33596078268109913,-0.3358096516791563,-0.3357846863724674,-0.33577278656674997,-0.33573424229808496,-0.3357133985567582,-0.33573041215653626,-0.3357050444074382,-0.33563654593394393,-0.3356290383014155,-0.33559098667776854,-0.33554725922842077,-0.33555609908409667,-0.33552178046072717,-0.3354718082153761,-0.3354488343047461,-0.33542196780460726,-0.3354162503469331,-0.3353969192339717,-0.3354045378850958,-0.3354136414099362,-0.335409887593672,-0.3354085484318624,-0.3354097696364141,-0.33540906883152927
tmp128__std__post_activation_mean,-0.4581389814043853,-0.5473468706633362,-0.5492808675925253,-0.5252711004718291,-0.4942061337774077,-0.456720115181793,-0.41745226894254783,-0.3824371426588954,-0.3549446641687483,-0.33079836941437685,-0.3113589855675825,-0.29921518873161257,-0.2919911878989731,-0.28937793505412157,-0.28779807105190114,-0.2869069941715237,-0.28623402026089373,-0.28553102969747435,-0.2849055509297808,-0.284341430752151,-0.2838079794615598,-0.28346173327782404,-0.2831251040799334,-0.28293880793782955,-0.2828912364696086,-0.2828403691368304,-0.28272439633638635,-0.2826942825423258,-0.2826901540383014,-0.28266373161254515,-0.2826534138218152,-0.2826447266167083,-0.2826164654454621,-0.28257592284207605,-0.2825930405217874,-0.28256079655842353,-0.2825216486261449,-0.2825180197058007,-0.28247445878434635,-0.28243542187066334,-0.2824328129336664,-0.28241551484873717,-0.2824131348875937,-0.2823892936441854,-0.2823893491534832,-0.2823967180127671,-0.28239153483208435,-0.2823866777685262,-0.2823930335831252,-0.28238993893977243
tmp128__slope_ols__post_activation_mean,-0.02702835137385512,-0.04024415764640577,-0.04999621851588592,-0.050257910074937545,-0.039852962808770466,-0.03216482098251457,-0.03351457812933667,-0.03634739106300306,-0.03324189564252012,-0.023510165140160973,-0.0129101443241743,-0.0060474951429364395,-0.002942873993893992,-0.0013979947266167128,-0.0007467527060782626,-0.00019018873161253503,0.0003496600055509358,0.0006488065500971363,0.000766104635026353,0.0008851928948098772,0.0010587218984179862,0.0012194907021926139,0.0013402928115459408,0.0014896822092700527,0.0016060505134610132,0.0018779003608104508,0.001926026922009439,0.0020365528726061623,0.002081945600888145,0.0020768179295031905,0.002073903691368306,0.002151734665556484,0.0022222731057452124,0.0022150291423813475,0.0021946988620593928,0.0022379961143491507,0.002225381626422417,0.0022396822092700455,0.002202588121010267,0.002219067443796835,0.002184339439356092,0.002178504024424083,0.0021574451845684096,0.0021536081043574797,0.002172731057452122,0.002177504857063551,0.0021693311129614094,0.0021732028864834816,0.0021757563141826144,0.0021737232861504165
tmp128__median__post_activation_mean,-0.49950886761032476,-0.5942303219539273,-0.5952554964539133,-0.5735659589231197,-0.5454969955592562,-0.5093821745767416,-0.46868417291146275,-0.4317196849847349,-0.40365709131279487,-0.38049285317790726,-0.3624547113516514,-0.35121373855120736,-0.3443283721898418,-0.34199628087704687,-0.34052361226755484,-0.33972522897585344,-0.3391620524562864,-0.3384759089647516,-0.3378235359422703,-0.33724119483763526,-0.33670029142381347,-0.3363232028864835,-0.3359646058839855,-0.33575705661948374,-0.33579194421315567,-0.3357972939217319,-0.335644379683597,-0.33561943519289483,-0.33561033166805443,-0.3355721412711629,-0.3355526644462948,-0.33556975437135717,-0.3355448306966417,-0.3354756730502359,-0.335468519289481,-0.33542862892034414,-0.3353821329447682,-0.3353917568692756,-0.33535673050235915,-0.3353071121287816,-0.3352845129059117,-0.3352580627255065,-0.33525338606716626,-0.3352349916736053,-0.3352430405217874,-0.3352517416042187,-0.33524803635859013,-0.33524674576741603,-0.33524825145711906,-0.33524748820427425
tmp128__ema_mean_hl__post_activation_mean,-0.5001362198168194,-0.5950679850124897,-0.596310679636428,-0.5746429919511519,-0.5462225090202609,-0.5098509714127116,-0.4692116222592284,-0.4323975922842076,-0.4042725784068832,-0.3807965098529004,-0.36244045933943936,-0.3509796003330558,-0.34400536358590067,-0.34161459200666117,-0.3401186372467388,-0.33930673050235916,-0.33873155703580354,-0.33804488620593953,-0.3373938107132945,-0.3368095337218984,-0.33626818623369414,-0.33588747571468225,-0.33552679711351646,-0.3353175409381071,-0.33534776575076325,-0.33534382459061896,-0.33519423397169024,-0.33516829031362755,-0.3351584790452401,-0.3351211629197891,-0.3351012489592007,-0.33511659034138225,-0.33509133361087984,-0.3350235775742436,-0.33501829725228977,-0.3349801415487094,-0.33493735081876214,-0.33494629475437143,-0.334913329170136,-0.33486389814043854,-0.33484215931168476,-0.3348157646405773,-0.3348114002220372,-0.3347922564529559,-0.3347993408270885,-0.3348086039411602,-0.33480517624202055,-0.33480369136830423,-0.3348049403275049,-0.33480423258395786
tmp128__var__post_activation_mean,-0.4581389814043853,-0.5473468706633362,-0.5492808675925253,-0.5252711004718291,-0.4942061337774077,-0.456720115181793,-0.41745226894254783,-0.3824371426588954,-0.3549446641687483,-0.33079836941437685,-0.3113589855675825,-0.29921518873161257,-0.2919911878989731,-0.28937793505412157,-0.28779807105190114,-0.2869069941715237,-0.28623402026089373,-0.28553102969747435,-0.2849055509297808,-0.284341430752151,-0.2838079794615598,-0.28346173327782404,-0.2831251040799334,-0.28293880793782955,-0.2828912364696086,-0.2828403691368304,-0.28272439633638635,-0.2826942825423258,-0.2826901540383014,-0.28266373161254515,-0.2826534138218152,-0.2826447266167083,-0.2826164654454621,-0.28257592284207605,-0.2825930405217874,-0.28256079655842353,-0.2825216486261449,-0.2825180197058007,-0.28247445878434635,-0.28243542187066334,-0.2824328129336664,-0.28241551484873717,-0.2824131348875937,-0.2823892936441854,-0.2823893491534832,-0.2823967180127671,-0.28239153483208435,-0.2823866777685262,-0.2823930335831252,-0.28238993893977243
tmp128__mad__post_activation_mean,-0.37241790868720515,-0.4443605398279212,-0.43801419032469385,-0.41094413683041914,-0.3828131487649182,-0.34842223147377194,-0.3095310435747988,-0.2747256244796004,-0.24930809048015543,-0.22962312656119901,-0.21487072578406885,-0.20560434360255342,-0.19979352622814323,-0.19784827227310572,-0.19659696086594503,-0.19597323064113237,-0.19555019428254228,-0.1951026991396059,-0.194584214543436,-0.194124569802942,-0.19382273105745212,-0.19359459478212604,-0.19342760893699695,-0.19328354149320012,-0.1933320358034971,-0.19341601443241743,-0.1933755342769914,-0.19338828753816265,-0.19340277546489038,-0.19337837218984183,-0.19337490979739105,-0.19341452955870111,-0.1933675756314183,-0.19332579794615598,-0.19338193866222592,-0.1933609908409659,-0.19332158617818482,-0.1933201845684152,-0.19330301137940606,-0.1933071537607549,-0.19332734526783238,-0.19333024562864284,-0.19334437968359702,-0.193323771856786,-0.19333303497085763,-0.19333862753261175,-0.19332864279766862,-0.19332852484041083,-0.19333625451013045,-0.19333340965861784
tmp128__iqr__post_activation_mean,-0.38123435331668054,-0.45303154315847904,-0.4471722322501131,-0.420260720233139,-0.39156710380238685,-0.3571631487649181,-0.31852126006106024,-0.2839436511240633,-0.25863126561199,-0.23863132112128782,-0.2233689564252012,-0.21377496530668888,-0.20788352761587567,-0.2058707466000555,-0.20457533305578685,-0.2038706563974466,-0.2033777268942548,-0.2028945184568415,-0.20236673605328895,-0.20182892034415767,-0.20148201498751042,-0.20120184568415211,-0.20103111296142104,-0.20089522620038858,-0.2009279905634194,-0.20094976408548434,-0.2009026158756592,-0.20092069802941998,-0.2009301068553983,-0.20089095892311962,-0.20090736192062172,-0.20094086178184845,-0.2008938454066056,-0.20084313766305859,-0.20088932139883434,-0.200869962531224,-0.20084152095475993,-0.2008425339994449,-0.2008197543713572,-0.2008093463780183,-0.20081743685817377,-0.20081644462947545,-0.20082679711351653,-0.20080727171801277,-0.2008112892034416,-0.2008165695253955,-0.20080206078268112,-0.20079900083263952,-0.20080589786289205,-0.20080369830696645
tmp128__min__post_activation_mean,-0.4863827574243686,-0.5800718290313628,-0.5831026411733086,-0.5635705523175132,-0.5359670066611157,-0.500848431862337,-0.46280177629752983,-0.42837649875104084,-0.4013443449902859,-0.378487961421038,-0.3604175825700805,-0.34906731196225366,-0.3421749583680266,-0.3398613308354149,-0.3384400846516792,-0.33768701776297533,-0.33717394532334166,-0.3365444837635304,-0.33592267554815436,-0.3353438731612546,-0.3348225784068832,-0.3344470233139051,-0.33408112683874547,-0.3338442964196503,-0.33388550513461007,-0.3338945809048016,-0.33374275603663617,-0.3337206563974466,-0.33370536358590064,-0.3336650707743547,-0.3336431168470719,-0.33365906883152924,-0.33361866500138776,-0.33355088814876493,-0.3335366985845129,-0.3335042811545934,-0.3334617194004996,-0.33347509020260896,-0.33343938384679433,-0.3333904107688037,-0.33336676380793784,-0.3333370316402998,-0.3333308562309187,-0.33331194837635303,-0.3333229392173189,-0.33333402026089376,-0.33332771301693037,-0.33332894116014433,-0.33332591590341387,-0.3333275048570636
tmp128__max__post_activation_mean,-0.502090695253955,-0.5962655495420484,-0.596832605809968,-0.5734572717180129,-0.5437683388842631,-0.5062615736885929,-0.46453553982792123,-0.42675865945045793,-0.3980491465445462,-0.37373009297807386,-0.3545664654454621,-0.3426767277268943,-0.3354926311407161,-0.33296631973355534,-0.33140309464335277,-0.3305184499028587,-0.3298844365806272,-0.3291652164862615,-0.3285049333888426,-0.32790632112128787,-0.32734505967249516,-0.32695018734388015,-0.3265782403552595,-0.32636189286705525,-0.32636189286705525,-0.32634298501248965,-0.32620252567305025,-0.3261819664168748,-0.32617166250346935,-0.326134887593672,-0.3261130238689981,-0.32612317513183453,-0.32610377463225093,-0.326041000555093,-0.3260382181515404,-0.3259980710519012,-0.3259525395503746,-0.3259620802109354,-0.3259253608104358,-0.3258790452400777,-0.32585793089092424,-0.32583275048570637,-0.3258258465167916,-0.3258040660560644,-0.3258111226755481,-0.3258200319178462,-0.32581747849014703,-0.325814189564252,-0.32581686788787123,-0.32581466139328336
tmp128__range__post_activation_mean,-0.44557175270607824,-0.5268953233416598,-0.524997496054391,-0.49862543713572033,-0.46835806272550656,-0.4311828961976131,-0.3903092978073827,-0.35356700666111573,-0.32658547044129893,-0.3042486330835415,-0.28677718567860117,-0.27613794060505137,-0.2696059741881765,-0.26732493061337775,-0.26587837912850404,-0.2650772064945879,-0.2644835414932001,-0.26380545378850956,-0.26320224812656123,-0.26267392450735494,-0.26215731334998615,-0.26183651124063284,-0.26155196364141,-0.26141533444351933,-0.2614087982237025,-0.26141358590063835,-0.2613303774632251,-0.26133239661393287,-0.2613468429086872,-0.2613239522620039,-0.2613104981959478,-0.26132915625867337,-0.2613401817929504,-0.2612956355814599,-0.2613168817651957,-0.2612842353594227,-0.2612381348875937,-0.2612421801276714,-0.2612087010824313,-0.26117035109630865,-0.261160532889259,-0.2611438176519567,-0.2611400915903414,-0.2611201915070775,-0.26112257146822093,-0.26112752567305025,-0.261130988065501,-0.2611226755481544,-0.26113208437413266,-0.2611270815986678
tmp128__q10__post_activation_mean,-0.5003693380516236,-0.5944823341659728,-0.5954099025046948,-0.573840507910075,-0.5458696364140994,-0.5098881834582293,-0.4693559741881766,-0.4324151609769636,-0.40450463502636697,-0.38150145018040527,-0.3635674715514849,-0.3524162711629198,-0.3455814598945324,-0.3432663474882043,-0.34178780183180685,-0.34098840549542053,-0.34043476269775186,-0.3397493616430753,-0.3390967388287538,-0.33849481681931726,-0.33795319872328616,-0.33757706078268107,-0.33721340549542056,-0.33700439217318906,-0.3370361434915349,-0.337038391618096,-0.33688237579794617,-0.3368569525395504,-0.33684156952539546,-0.33679630169303365,-0.33676822092700526,-0.33679267277268937,-0.3367679433805162,-0.3366950041631973,-0.33668062725506526,-0.3366385928393006,-0.3365957951706911,-0.3366050791007494,-0.33657271024146546,-0.33652139883430476,-0.3364948653899528,-0.3364655287260616,-0.33646089369969473,-0.3364407230086039,-0.3364479808492923,-0.336456910907577,-0.33645439217318907,-0.33645246322509026,-0.33645323341659733,-0.3364531154593395
tmp128__q90__post_activation_mean,-0.500800707743547,-0.5967596655564807,-0.5988874906317426,-0.577093151540383,-0.547586608381904,-0.5105046211490425,-0.47016026228143215,-0.4336813905079102,-0.4052910144324175,-0.3809124548986955,-0.3615312378573411,-0.349368366638912,-0.34208341659728003,-0.33951953927282824,-0.33794427560366364,-0.3370614834859839,-0.3364165487094089,-0.3356876006106023,-0.33501671523730225,-0.33440280321953925,-0.33383538023869,-0.3334256661115737,-0.33303297946155985,-0.3328021024146545,-0.3327925548154316,-0.3327587288370802,-0.3325957674160422,-0.3325565639744657,-0.3325354218706633,-0.3324883985567583,-0.33246827643630306,-0.3324695739661393,-0.33243424229808494,-0.3323668887038579,-0.33235577296697194,-0.3323147446572301,-0.33227479877879545,-0.3322766097696364,-0.3322386205939495,-0.3321900083263948,-0.33216791562586734,-0.3321413752428532,-0.3321352692200944,-0.33211529281154595,-0.33212200943658066,-0.3321312309186789,-0.3321277685262282,-0.3321265750763253,-0.33212781709686373,-0.3321271093533167
tmp128__tail_exceed_p90_rate__post_activation_mean,0.13149584116313653,0.12909450915053863,0.1294794557284941,0.13012103275897743,0.1290578475930944,0.12869123201865199,0.1280129932059335,0.1270597927123832,0.1260882614401108,0.125666653529502,0.12572164586566836,0.1253366995125038,0.1253183687337817,0.12513506094656046,0.12491509160189504,0.1251533917252826,0.1253183687337817,0.12546501496355866,0.12559333041461349,0.12572164586566836,0.12572164586566836,0.1257399766443905,0.1257583074231126,0.1258499613167232,0.12590495365288956,0.12595994598905597,0.1260149383252223,0.12606993066138866,0.12606993066138866,0.12608826144011082,0.1261065922188329,0.12606993066138866,0.12612492299755504,0.12616158455499926,0.1261799153337214,0.1261615845549993,0.1261615845549993,0.1261615845549993,0.1261982461124435,0.12619824611244349,0.1261799153337214,0.1261982461124435,0.12617991533372142,0.1261982461124435,0.1261982461124435,0.1261982461124435,0.1261982461124435,0.1261982461124435,0.1261982461124435,0.1261982461124435
tmp128__trend_tstat__post_activation_mean,0.008564543436025533,0.0027063974465722945,-0.005869088269972906,-0.00671638912017763,0.0019423258395781361,0.007929406050513461,0.004172391063003056,-0.0008116153205661903,0.0005177560366361419,0.008705176242020532,0.018253164029975018,0.024349701637524278,0.02699738412434082,0.028439793227865676,0.02898936996946988,0.02950941576464057,0.030015480155426034,0.03026850541215655,0.030325867332778245,0.03041088676103248,0.03056992089925063,0.03071646544546213,0.030798862059394954,0.030927546489036922,0.031032341104635024,0.03130889536497363,0.03134422703302802,0.03148411046350264,0.031524951429364415,0.03152123924507355,0.031503191784623914,0.03160099916736055,0.03167816402997503,0.031678837080210936,0.03166331529281154,0.031697141271162924,0.0316898279211768,0.031706709686372465,0.03165582153760755,0.03166837357757424,0.03162690813211213,0.031617360532889265,0.031591049125728556,0.031578885650846523,0.031601387732445176,0.03160677907299472,0.03160201221204551,0.031604787676935885,0.03160435054121565,0.03160165140160976
tmp128__delta_last_first__post_activation_mean,0.04802063227886721,0.04731425911516001,0.03727536447390953,0.02446141418429718,0.014561993528220022,0.0045026818085846425,-0.006163894692509846,-0.0163708264515143,-0.023280058365596303,-0.02761431108672405,-0.031017995528184378,-0.03417368871149802,-0.03609263473536892,-0.036890983336531194,-0.03731285053200101,-0.03764570162946537,-0.037992589640661524,-0.03821352705469539,-0.03838709769087952,-0.038587725640507595,-0.03872239119745589,-0.0389197232825152,-0.039093914928970734,-0.039194091865205324,-0.03941686802473543,-0.03934800180190404,-0.0395034972229269,-0.03957828906331981,-0.03964848403997208,-0.039697356507530056,-0.039787066471760515,-0.03985424313033404,-0.03987409811236246,-0.03988410713265811,-0.039955901470959,-0.03997425770194144,-0.039984644879329706,-0.04007224549023614,-0.04015419803007107,-0.04016498071120761,-0.04022898987046399,-0.04025698043398055,-0.04029399125842213,-0.040310206912100424,-0.0403226895654882,-0.040318921871886446,-0.0403167223159532,-0.04030270621820816,-0.04031804760044294,-0.040315619068655446
tmp128__pct_change_last_first__post_activation_mean,0.0773089092422981,0.07779002914238137,0.06752416400843131,0.0547294962531224,0.044502817096863725,0.03433569941715238,0.023106806827643635,0.012284485151262835,0.00460734804329725,-0.00028194560088814786,-0.004147960033305568,-0.0077701498751040765,-0.009981695809048015,-0.010935775742436867,-0.011470857618651114,-0.011869025811823478,-0.012294109075770195,-0.012564897307799043,-0.012795253955037467,-0.013022058007216213,-0.013171183735775744,-0.013377463225090208,-0.013567645018040525,-0.013691160144324177,-0.013931334998612268,-0.01386890091590341,-0.014045920066611156,-0.014108534554537892,-0.014187600610602272,-0.014243262558978627,-0.014331841520954758,-0.01439460172078824,-0.014403462392450729,-0.014414904246461286,-0.014481862336941442,-0.014500707743547041,-0.014513662225922834,-0.014600881210102697,-0.014679170135997776,-0.014695031917846242,-0.014767693588676098,-0.01479676658340272,-0.014834533721898422,-0.014851415487094085,-0.014861823480432971,-0.014857639467110755,-0.014854093810713304,-0.014839772411878994,-0.014857070496808221,-0.014853420760477387
tmp128__spearman_rho_time__post_activation_mean,-0.18299466471336448,-0.191664684899001,-0.20271329079591108,-0.20764488883597945,-0.20305275083588123,-0.20082214295232773,-0.20712020767467398,-0.21424640920862306,-0.21539099779328819,-0.2100465591394947,-0.20350453089530146,-0.1995319950172273,-0.19791566382899084,-0.19711215581490787,-0.19684183923686138,-0.19657770154152843,-0.19622719479220826,-0.19611805650338202,-0.1961361386688522,-0.1961319338368204,-0.19608822717515617,-0.19594775039809267,-0.19587893964023845,-0.19580241655432581,-0.19573540638048514,-0.19553326914162153,-0.19554967214974572,-0.19543156563418493,-0.19539701801259005,-0.1954006053032839,-0.19539666414058737,-0.195298166297175,-0.195203675533793,-0.19520566346180807,-0.19520645446981405,-0.19516132191213903,-0.19515985438412795,-0.1951391112399709,-0.195185798058991,-0.19515928888279033,-0.19518168342962652,-0.19518082997362005,-0.19519822868041845,-0.19521401414720463,-0.19519601524573502,-0.19518711293633428,-0.19518622478699424,-0.19518527072032033,-0.19517801287493208,-0.19518301218430326
tmp128__autocorr_lag1__post_activation_mean,-0.05257948931446018,-0.05811665972800443,-0.04192290459679064,-0.03148561615320567,-0.0354370732722731,-0.032778524840410765,-0.015801547321676383,0.002290577296697188,0.0071594365806272485,0.0018245281709686446,-0.0060565986677768475,-0.011507653344435199,-0.013602144046627813,-0.014779072994726609,-0.015187586733277827,-0.01563299333888427,-0.016096468220927005,-0.016251498751040795,-0.016219004995836804,-0.01619517069109076,-0.01643242436858174,-0.016550464890369137,-0.01675138773244519,-0.016950270607826813,-0.01718081459894532,-0.01746166389120177,-0.017541042187066334,-0.017666534832084375,-0.017664252012212053,-0.017655953372189847,-0.017673008603941154,-0.017810970024979188,-0.01791952539550374,-0.017952650568970288,-0.01797531917846239,-0.018000908964751594,-0.017994351928948087,-0.018035179017485414,-0.018049361643075208,-0.01804864002220373,-0.018023161254510124,-0.018012850402442406,-0.018023216763807928,-0.017989723841243407,-0.018003739938939764,-0.01799246461282264,-0.01799490008326395,-0.017992971135165133,-0.017997571468220924,-0.017994497640854843
tmp128__vol_cluster_acf__post_activation_mean,-0.03805419789064668,-0.0647163821815154,-0.07281807881084999,-0.07528040521787399,-0.07431411323896753,-0.07348873855120733,-0.07244281848459617,-0.07246051207327227,-0.07043070358034972,-0.06829824451845684,-0.0670638356924785,-0.06553467943380517,-0.06413046766583404,-0.06397922564529558,-0.0639293366638912,-0.06385346933111295,-0.06386783236192062,-0.0637470024979184,-0.06370888842631141,-0.06357430613377742,-0.06365126977518733,-0.06366160144324175,-0.06361016514016098,-0.06360038162642241,-0.0636828684429642,-0.0637844227033028,-0.0637578961976131,-0.06371589647515959,-0.06376615320566195,-0.06380462808770469,-0.06390849292256452,-0.06402471551484874,-0.06398100888148765,-0.06398674715514849,-0.06399580210935331,-0.06399974326949764,-0.06406543158479046,-0.06405613377740774,-0.06406232306411325,-0.06400870108243131,-0.06398886344712741,-0.06397146128226477,-0.06395945739661393,-0.0639564460172079,-0.06396719400499584,-0.06397354981959479,-0.06395092284207606,-0.06394805023591452,-0.06395114487926729,-0.06394952817096865
