,delta_test_loss_at_h0,delta_test_loss_at_h1,delta_test_loss_at_h2,delta_test_loss_at_h3,delta_test_loss_at_h4,delta_test_loss_at_h5,delta_test_loss_at_h6,delta_test_loss_at_h7,delta_test_loss_at_h8,delta_test_loss_at_h9,delta_test_loss_at_h10,delta_test_loss_at_h11,delta_test_loss_at_h12,delta_test_loss_at_h13,delta_test_loss_at_h14,delta_test_loss_at_h15,delta_test_loss_at_h16,delta_test_loss_at_h17,delta_test_loss_at_h18,delta_test_loss_at_h19,delta_test_loss_at_h20,delta_test_loss_at_h21,delta_test_loss_at_h22,delta_test_loss_at_h23,delta_test_loss_at_h24,delta_test_loss_at_h25,delta_test_loss_at_h26,delta_test_loss_at_h27,delta_test_loss_at_h28,delta_test_loss_at_h29,delta_test_loss_at_h30,delta_test_loss_at_h31,delta_test_loss_at_h32,delta_test_loss_at_h33,delta_test_loss_at_h34,delta_test_loss_at_h35,delta_test_loss_at_h36,delta_test_loss_at_h37,delta_test_loss_at_h38,delta_test_loss_at_h39,delta_test_loss_at_h40,delta_test_loss_at_h41,delta_test_loss_at_h42,delta_test_loss_at_h43,delta_test_loss_at_h44,delta_test_loss_at_h45,delta_test_loss_at_h46,delta_test_loss_at_h47,delta_test_loss_at_h48,delta_test_loss_at_h49
tmp16__max__post_activation_mean,-0.49999757146822094,-0.5949612267554815,-0.5977834627364037,-0.5759568831529281,-0.5456526019983348,-0.5081292533999445,-0.4686148001665279,-0.4329251873438802,-0.4045642520122121,-0.3794963086316958,-0.35917228004440743,-0.3463918956425201,-0.33889403968914794,-0.33625503746877605,-0.33466128920344157,-0.33375666805439913,-0.3330885165140161,-0.33237504163197334,-0.3317189772411879,-0.33112155148487377,-0.3305501318345823,-0.33015278240355256,-0.3297801693033583,-0.32955466971967806,-0.3295490840965862,-0.3294885303913406,-0.3293395156813767,-0.32929020954759924,-0.3292771926172634,-0.3292341035248404,-0.3292097418817652,-0.32920380932556204,-0.32917228004440746,-0.3291082084374133,-0.32910086733277827,-0.3290570982514572,-0.32901799195115183,-0.32902871218429086,-0.3289939286705524,-0.3289459339439357,-0.32893080072162095,-0.32890450319178455,-0.32890255342769914,-0.32887807382736606,-0.3288831945600888,-0.328892873993894,-0.32889036913683045,-0.328888454066056,-0.32889072300860395,-0.3288901193449903
tmp16__range__post_activation_mean,-0.4021954412989176,-0.4811752428531779,-0.48963724411956283,-0.4717075770191508,-0.44117730363585894,-0.4069050860394116,-0.3779160283097419,-0.3527329100749376,-0.32956684707188455,-0.30545737579794613,-0.284643241742992,-0.27148268803774633,-0.264038481820705,-0.26136038023869,-0.25983692756036636,-0.25897505550929784,-0.25829276297529835,-0.25764793227865673,-0.2570780946433528,-0.25658087704690535,-0.2560420344157646,-0.25567672772689426,-0.2553380793782959,-0.2551238204274216,-0.25507135026366917,-0.25491101165695257,-0.2547927074660006,-0.25470887454898694,-0.2546814737718568,-0.2546449833472107,-0.25462203719122956,-0.25455725784068833,-0.25452579100749373,-0.2544750763252845,-0.25447922564529557,-0.25444218012767145,-0.2544037330002776,-0.2544192131557036,-0.25438970996391896,-0.25434785595337217,-0.2543519705800722,-0.2543390716069942,-0.25434585761865114,-0.25432008048848187,-0.2543185470441299,-0.25432871912295313,-0.25432522897585347,-0.25432373022481264,-0.254327886483486,-0.2543266028309742
tmp16__q10__post_activation_mean,-0.4989513807937829,-0.5943061407160699,-0.5957687007290202,-0.5746545656397447,-0.5468649805717458,-0.5110396128226478,-0.470610685539828,-0.4338840827088537,-0.4060342978073827,-0.3830288162642243,-0.3651453094643353,-0.3540297044129892,-0.3472334651679156,-0.34494635026366915,-0.3434795587010825,-0.34270956147654735,-0.34216541770746606,-0.3415043644185401,-0.340866555648071,-0.3402917152373023,-0.33976282264779356,-0.3393942756036637,-0.3390411046350264,-0.3388441298917569,-0.33889065362198173,-0.3388999167360533,-0.3387509714127117,-0.33872852484041077,-0.3387206772134333,-0.3386866430752151,-0.3386641965029143,-0.33868902997502087,-0.3386663266722176,-0.33860224812656126,-0.3385972800444075,-0.33855918678878716,-0.33851825562031646,-0.3385256730502359,-0.33849398417985016,-0.3384439564252012,-0.33841785317790735,-0.33838673327782404,-0.338383014154871,-0.3383661185123508,-0.33837364002220377,-0.3383821745767417,-0.33838069664168746,-0.33837835137385514,-0.3383796905356648,-0.33837910768803775
tmp16__q90__post_activation_mean,-0.500932341104635,-0.5965142311962255,-0.5987958760048836,-0.5769385650846517,-0.5471487857341105,-0.5097847141271163,-0.46955184568415215,-0.4334129406050514,-0.40495931168470717,-0.3803740840965862,-0.3608189356092146,-0.348552948931446,-0.3411782819872328,-0.3385755134610047,-0.337001443241743,-0.3361155495420483,-0.33546248265334444,-0.3347377393838468,-0.33408193866222596,-0.33348504718290317,-0.3329178254232584,-0.33252037885095753,-0.33214137524285314,-0.33190924923674714,-0.3319044129891757,-0.3318665625867333,-0.33171138634471276,-0.33166862336941433,-0.3316511934499029,-0.33160857618651124,-0.3315887246738829,-0.33158510963086313,-0.33155317096863723,-0.3314874826533445,-0.3314847418817652,-0.3314470371912296,-0.3314066056064391,-0.33140965167915626,-0.33137297391063003,-0.3313248057174577,-0.3313061823480433,-0.3312787260616153,-0.33127497918401333,-0.3312549611434915,-0.33126010963086316,-0.3312702123230641,-0.33126799888981406,-0.33126679156258676,-0.3312688592839301,-0.33126811684707186
tmp16__tail_exceed_p90_rate__post_activation_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp16__trend_tstat__post_activation_mean,0.07380457951706912,0.07935653621981681,0.07897898292923405,0.07052237024701637,0.05746399528170969,0.04594805023591453,0.041595108243130736,0.03703496391895642,0.03096644462947544,0.021136032472939218,0.010567527060782685,0.003708846794338054,0.0003878573411046441,-0.0013423535942270349,-0.0021327504857063524,-0.0027068970302525633,-0.003475645295586999,-0.003910380238689981,-0.0040625520399666885,-0.004308874548986956,-0.0046850888148764905,-0.004854884818207053,-0.0050801554260338595,-0.005250534276991395,-0.005579378295864551,-0.005838058562309186,-0.0059834929225645265,-0.006209769636414094,-0.006320247016375238,-0.006397106577851783,-0.0064695045795170655,-0.006638023868998054,-0.006725978351373856,-0.006713093255620318,-0.006742922564529555,-0.0068247640854843155,-0.00682241881765196,-0.006892540938107139,-0.00693039827921177,-0.006955516236469599,-0.0069683943935609114,-0.007009131279489305,-0.006998848182070496,-0.007002393838467944,-0.0070078823202886446,-0.007015729947266166,-0.007002941992783791,-0.006995330280321952,-0.006998459616985846,-0.006996884540660556
tmp16__delta_last_first__post_activation_mean,0.01500633499861227,0.020398688592839304,0.03026764507058856,0.03265160976963641,0.024081716625034697,0.019328358312517356,0.02479890369136831,0.030782951706910904,0.03000914515681377,0.02234839023036358,0.013413884263114075,0.007390674437968358,0.00475985290036082,0.00348859283930058,0.0028551415487094106,0.0023681099084096628,0.0018231681931723562,0.0015266722175964445,0.0014203788509575333,0.0013075076325284485,0.0011025326117124641,0.0009229045240077786,0.0007160560643907891,0.0004960102692200852,0.0002775048570635615,1.440466278101682e-05,-7.672772689424457e-05,-0.0002494449070219251,-0.0003473216763807914,-0.00037277268942547716,-0.0004199764085484318,-0.0005232028864834885,-0.0006001179572578452,-0.0005887940605051404,-0.0005989245073549816,-0.0006593602553427703,-0.0006370455176242015,-0.0006799611434915364,-0.0006935678601165773,-0.0007143630308076624,-0.0007133638634471292,-0.0007372675548154306,-0.0007270538440188774,-0.0007145573133499894,-0.0007266791562586764,-0.0007333888426311408,-0.0007221065778517877,-0.0007156605606439122,-0.000721849847349432,-0.000720989453233416
tmp16__pct_change_last_first__post_activation_mean,0.04711506383569247,0.04949014016097697,0.054732996903238004,0.050692249514293644,0.036381314182625586,0.026074819594782122,0.027699597557590896,0.030158173744102137,0.026127213433250064,0.014903857896197617,0.0024447474326949794,-0.006172148209825147,-0.009976193449902861,-0.011831765195670287,-0.01267996808215376,-0.013405543991118514,-0.014160609214543426,-0.014555974188176522,-0.014742395226200383,-0.014953490147099645,-0.01528726755481543,-0.01556737441021372,-0.0158279142381349,-0.016087711629197886,-0.01642727588121011,-0.016765771579239534,-0.0168926380793783,-0.017121225367749102,-0.017243769081321123,-0.01731427976686095,-0.01738208437413267,-0.017566888703857905,-0.017658819039689154,-0.01767094782126006,-0.017724882042742175,-0.017803573411046367,-0.017796419650291433,-0.017854454621149055,-0.017883145989453245,-0.01791034554537886,-0.017905668887038585,-0.01793815570358036,-0.0179380863169581,-0.01793231334998613,-0.0179459825145712,-0.01795198445739663,-0.017943526228143214,-0.01793550513461005,-0.017941583402719962,-0.017939633638634482
tmp16__spearman_rho_time__post_activation_mean,0.05842311611777495,0.06623447779246604,0.06829501891003367,0.05981523177069092,0.045147472648881797,0.03222878413551567,0.027997848759891985,0.02349646236912282,0.01620554681358122,0.004742222131575537,-0.00787451964728589,-0.016510716672483897,-0.020733981081429556,-0.02291186254357637,-0.024012557790753442,-0.024817270297871567,-0.025724168685391454,-0.02629441884192824,-0.02655173796703465,-0.026912113805937762,-0.02740326384067778,-0.02763527675549489,-0.027956433866524383,-0.028113902054953257,-0.028505901983078594,-0.028809753448793714,-0.02901696669386201,-0.02926009921437932,-0.029371739361718077,-0.029466746938159264,-0.029528357533486562,-0.02968144726875049,-0.029787543225790074,-0.029778151409056697,-0.029823632504571148,-0.029893496935143617,-0.029895172682274106,-0.029981804992518638,-0.030024555626352575,-0.030041496978812483,-0.030064735393470793,-0.03012181487957985,-0.030116631512679355,-0.030116981927710788,-0.030128469295721192,-0.030130661991759407,-0.030119441771842285,-0.030113404918825637,-0.030114508205756264,-0.030114758006570746
tmp16__autocorr_lag1__post_activation_mean,-0.008942221759644741,0.01017128781570913,0.029985737631853235,0.0374396128226478,0.02921815154038302,0.02560893005828476,0.0356605745212323,0.04638282681099084,0.0468133846794338,0.03850236608381905,0.02886765889536497,0.02234263114071607,0.01929382459061893,0.017882452123230645,0.017354697474326955,0.01689876491812378,0.01652868442964196,0.01630682070496808,0.01626247571468221,0.016126089369969464,0.015874569802941996,0.015775416319733556,0.01559739800166529,0.015407979461559812,0.01525352484041077,0.015136629197890645,0.015116923397169024,0.01505682764363031,0.015081931723563704,0.015135879822370258,0.015102317513183463,0.015057903136275327,0.014973154315847902,0.014941597280044409,0.014974791840133221,0.0149520052733833,0.014964446294754366,0.014930127671384949,0.014953767693588664,0.01491928254232584,0.014927560366361371,0.014935754926450186,0.01496908132112129,0.014998640022203726,0.01497611712461838,0.014983805162364704,0.014987468776019993,0.014988259783513746,0.014985699417152375,0.014986490424646141
tmp16__vol_cluster_acf__post_activation_mean,0.20736311407160699,0.2269559048015543,0.21367599606899493,0.19284265889536498,0.18179384540660562,0.1642563419372745,0.13885295587010824,0.11413694837635305,0.10149852900360813,0.09755432278656677,0.09679076464057729,0.09679768248681654,0.09585797946155981,0.09579947960033307,0.09569758534554539,0.09592023313905079,0.09614336663891204,0.09618853733000278,0.09597379267277269,0.09588518595614766,0.09587021232306414,0.09583254232583958,0.09591420344157646,0.09600972800444074,0.09624260338606716,0.09648164723841243,0.09645651540383016,0.09655564113238967,0.09664527477102415,0.09665671662503471,0.09671978906466835,0.09678684429641964,0.09687046211490424,0.09692663752428532,0.09698116847071882,0.09705407299472664,0.09701950457951707,0.09704400499583682,0.09704922980849294,0.09706800582847627,0.09709323480432973,0.09708873161254511,0.09708039134054954,0.09705950596724951,0.09706116430752151,0.09705729947266167,0.09705970718845405,0.09706149736330837,0.09705858312517347,0.0970625797946156
tmp16__zero_cross_rate__post_activation_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp16__sign_persistence__post_activation_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp16__mean_second_diff__post_activation_mean,-0.1591277546489037,-0.18751804746044964,-0.19365230397206115,-0.18635143630308074,-0.17064190951984456,-0.15595036774909798,-0.1472188939772412,-0.1405804954204829,-0.13128391618096033,-0.11716953927282821,-0.1031314529558701,-0.09433885650846517,-0.09016101165695255,-0.08819896613932832,-0.08712713016930335,-0.08620675825700803,-0.08560842353594228,-0.08514342214820982,-0.08489633638634472,-0.08465683458229253,-0.0843391548709409,-0.0841339439356092,-0.0839356508465168,-0.08375040938107133,-0.08364900083263947,-0.08336951845684153,-0.08337121149042463,-0.08325212323064114,-0.08327983624757147,-0.08326174715514847,-0.08327792811545934,-0.08321842214820982,-0.08317242575631419,-0.08310205384401889,-0.08307638079378296,-0.08300252567305023,-0.0829941368304191,-0.08301971273938386,-0.08303080072162086,-0.08302974604496254,-0.08307659589231196,-0.08307875381626424,-0.08310359422703303,-0.08308923813488758,-0.08310498195947823,-0.08310709825145712,-0.08310619622536775,-0.08310031917846239,-0.08310585623091868,-0.08310473216763808
tmp16__abs_mean_second_diff__post_activation_mean,-0.3355530321953927,-0.4093008395781293,-0.421955086771973,-0.4084568692756037,-0.3798803982792118,-0.34920881903968914,-0.32681868581737444,-0.308491000555093,-0.28885351096308637,-0.26627454898695535,-0.2464901470996392,-0.23385176935886762,-0.2267221690258118,-0.22398312517346658,-0.22265459339439356,-0.22180846516791566,-0.22114417846239245,-0.22053175131834582,-0.22003976547321674,-0.21956582708853736,-0.2190070774354705,-0.2186781432139884,-0.21837359145156815,-0.2180924229808493,-0.21797229392173192,-0.21784555925617544,-0.21773329864002222,-0.21764624618373574,-0.2176371218429087,-0.21760790313627534,-0.21759300582847624,-0.21750349708576192,-0.21742287676935887,-0.21738544268665,-0.21742296697196783,-0.21740220649458783,-0.21738001665278933,-0.21734441437690813,-0.21730543297252292,-0.2172581321121288,-0.2172623091867888,-0.2172511032472939,-0.21726125451013048,-0.21726183041909522,-0.21724653760754928,-0.21726136552872607,-0.21725267138495696,-0.21725645295587015,-0.21725862475714683,-0.21725942270330278
tmp16__l1norm__post_activation_mean,-0.5014245212323064,-0.5963644879267277,-0.597701884884472,-0.5758050791007494,-0.5467963294476825,-0.5099819039689147,-0.46934421315570357,-0.43261778379128507,-0.40430517624202056,-0.3803803913405496,-0.3615516930335831,-0.3497854635026367,-0.34267318207049685,-0.3402112683874549,-0.3386879475437136,-0.337850367749098,-0.33724797391063,-0.33654777962808774,-0.3358970233139051,-0.335309950041632,-0.33476282958645576,-0.3343780183180683,-0.3340126075492645,-0.3337965931168471,-0.33381736747155155,-0.3338019983347211,-0.33364986816541775,-0.3336181099084097,-0.33360494726616713,-0.33356563280599505,-0.33354436580627256,-0.33355287260616157,-0.33352289064668333,-0.3334567998889814,-0.33345124202053844,-0.3334125104079934,-0.333371988620594,-0.33337843463780187,-0.33334453927282826,-0.33329493477657507,-0.3332732930890924,-0.3332456425201221,-0.3332420968637247,-0.33322379267277275,-0.3332299472661671,-0.33323914099361646,-0.3332366500138773,-0.33323539411601444,-0.3332367887871218,-0.33323621287815713
tmp16__l2norm__post_activation_mean,-0.5014238273660838,-0.5963827366083819,-0.5977806387008728,-0.5758746808215377,-0.5467919303358313,-0.5099296835970025,-0.46931971273938394,-0.4326305925617541,-0.40430598112683874,-0.380326380793783,-0.36143317374410217,-0.3496196502914239,-0.34248567860116574,-0.3400119761310019,-0.3384848806550097,-0.3376429641965029,-0.3370370108243131,-0.3363357341104635,-0.33568488759367193,-0.3350971065778518,-0.33454848737163473,-0.33416294754371356,-0.3337969539272828,-0.333580037468776,-0.33359874410213713,-0.33358130724396334,-0.3334293713572023,-0.3333970163752429,-0.3333836802664446,-0.33334390785456564,-0.33332249514293644,-0.3333297807382737,-0.3332993685817374,-0.3332332500693866,-0.3332278656674993,-0.333189252012212,-0.3331488759367194,-0.33315519011934497,-0.3331212114904247,-0.33307175270607825,-0.3330503816264224,-0.3330226894254788,-0.3330192131557036,-0.33300079100749375,-0.3330068276436304,-0.33301606994171523,-0.33301358590063834,-0.3330123855120733,-0.3330137871218429,-0.3330131834582293
tmp16__half_diff_mean__post_activation_mean,0.16597850778191253,0.18366956040768584,0.17993616146296915,0.16474289509589282,0.14673322950814532,0.1287362443256377,0.11489100769321889,0.10100205401936978,0.0893942167802331,0.0767380968581774,0.06453826336489052,0.056591521053009165,0.052412451520358325,0.0504500798822026,0.04935326819559122,0.04857606863831631,0.04772066341895723,0.04713403075071701,0.04681027277069336,0.046461799275778086,0.04605248759036028,0.04582478845035909,0.04552002158888077,0.045295097913774764,0.044965827166603044,0.044696534215816354,0.04448895025764304,0.04428109569164242,0.04415371573027779,0.04404529913280952,0.04395249452537668,0.04385602630428221,0.04376697551312011,0.043758281369335926,0.04374525056165303,0.04364216979544576,0.043647713786573894,0.043579277760920805,0.04353996330068049,0.043508891971178854,0.043470306070473495,0.043404645509715595,0.043410120114221344,0.04340063496294205,0.04340171045558893,0.04339003268704244,0.04340232105786588,0.04340934992271294,0.04340855891521782,0.043408184227456965
tmp16__ema_crossover_rate__post_activation_mean,0.1284685462601654,0.13813484641607787,0.13591652698938925,0.12839458222216135,0.12102617365976788,0.11104944036850609,0.10121958256768411,0.09234749802674261,0.08580043348216132,0.07977492950932256,0.07473228394486697,0.07189773292611673,0.07068078479448815,0.07030333999303989,0.07013842902382819,0.06979261486097149,0.06939333996555119,0.0693627530672711,0.06925139128319176,0.06912744269857668,0.06903569969425016,0.06890228668477688,0.06876649430120371,0.06850459509033753,0.06847655562603797,0.06841337395616676,0.0682977399130159,0.0681715888594385,0.06821203821913625,0.06820418363102962,0.06820389173755269,0.06809796094119572,0.06804557048471423,0.06804768450110779,0.06803698174028681,0.06805839610718567,0.06801483321706724,0.06801556737338801,0.06801430250165463,0.0680385561960109,0.06797534799036906,0.06796614007796029,0.06796690077005167,0.06792483272834544,0.06791403266969885,0.06791403266969885,0.0679358096921296,0.0679358096921296,0.06791424495586389,0.0679358096921296
